CountryCode,IndicatorCode,1960,1970,1980,1990,2000,2005,2010,2011,2012,2013,2014,2015,2016
EAP,ER.LND.PTLD.ZS,,,,10.7539997811875,13.9708195983699,,,,,,15.6453064023735,,
TEA,EN.BIR.THRD.NO,,,,,,,,,,,,,706.0
TEA,EN.MAM.THRD.NO,,,,,,,,,,,,,722.0
TEA,ER.MRN.PTMR.ZS,,,,0.467878245577098,1.02570907865909,,,,,,2.38397234228139,,
TEA,EN.HPT.THRD.NO,,,,,,,,,,,,,2712.0
TEA,ER.LND.PTLD.ZS,,,,10.8168709200007,14.0565714416643,,,,,,15.7432420333967,,
EMU,EN.BIR.THRD.NO,,,,,,,,,,,,,185.0
EMU,EN.MAM.THRD.NO,,,,,,,,,,,,,100.0
EMU,ER.MRN.PTMR.ZS,,,,6.79497876169061,16.3872204623466,,,,,,31.6932418816318,,
EMU,EN.HPT.THRD.NO,,,,,,,,,,,,,532.0
EMU,ER.LND.PTLD.ZS,,,,9.36531810863095,19.9564428177432,,,,,,25.5403212770183,,
ECS,EN.BIR.THRD.NO,,,,,,,,,,,,,638.0
ECS,EN.MAM.THRD.NO,,,,,,,,,,,,,350.0
ECS,ER.MRN.PTMR.ZS,,,,3.47534048181722,10.3149578625597,,,,,,12.9973776300897,,
ECS,EN.HPT.THRD.NO,,,,,,,,,,,,,1032.0
ECS,ER.LND.PTLD.ZS,,,,5.70956696236464,10.8132746969432,,,,,,12.6326311324677,,
ECA,EN.BIR.THRD.NO,,,,,,,,,,,,,368.0
ECA,EN.MAM.THRD.NO,,,,,,,,,,,,,193.0
ECA,ER.MRN.PTMR.ZS,,,,1.85703952325444,8.73322129240557,,,,,,9.21629976846338,,
ECA,EN.HPT.THRD.NO,,,,,,,,,,,,,445.0
ECA,ER.LND.PTLD.ZS,,,,4.31622695985459,8.79509936347709,,,,,,9.82406317297861,,
TEC,EN.BIR.THRD.NO,,,,,,,,,,,,,379.0
TEC,EN.MAM.THRD.NO,,,,,,,,,,,,,198.0
TEC,ER.MRN.PTMR.ZS,,,,1.85104588594987,8.63836478251191,,,,,,9.78655347949557,,
TEC,EN.HPT.THRD.NO,,,,,,,,,,,,,455.0
TEC,ER.LND.PTLD.ZS,,,,4.40532081161219,8.93272955697146,,,,,,10.0886543367457,,
EUU,EN.BIR.THRD.NO,,,,,,,,,,,,,293.0
EUU,EN.MAM.THRD.NO,,,,,,,,,,,,,144.0
EUU,ER.MRN.PTMR.ZS,,,,5.35678397270338,14.0290271416077,,,,,,28.9460064458965,,
EUU,EN.HPT.THRD.NO,,,,,,,,,,,,,602.0
EUU,ER.LND.PTLD.ZS,,,,9.3048306183597,17.79209018316,,,,,,25.1489996632877,,
FCS,EN.BIR.THRD.NO,,,,,,,,,,,,,571.0
FCS,EN.MAM.THRD.NO,,,,,,,,,,,,,495.0
FCS,ER.MRN.PTMR.ZS,,,,0.689599510220437,2.17477531552388,,,,,,3.12701673447797,,
FCS,EN.HPT.THRD.NO,,,,,,,,,,,,,1117.0
FCS,ER.LND.PTLD.ZS,,,,5.65506706427927,5.89393807463213,,,,,,9.23312594936381,,
HPC,EN.BIR.THRD.NO,,,,,,,,,,,,,735.0
HPC,EN.MAM.THRD.NO,,,,,,,,,,,,,764.0
HPC,ER.MRN.PTMR.ZS,,,,2.42150806897797,3.60819219950659,,,,,,5.29264166942398,,
HPC,EN.HPT.THRD.NO,,,,,,,,,,,,,3035.0
HPC,ER.LND.PTLD.ZS,,,,9.91760877846902,10.8562382312745,,,,,,14.677557204683,,
HIC,EN.BIR.THRD.NO,,,,,,,,,,,,,911.0
HIC,EN.MAM.THRD.NO,,,,,,,,,,,,,521.0
HIC,ER.MRN.PTMR.ZS,,,,13.4961955976612,16.8225383398261,,,,,,23.7303679522129,,
HIC,EN.HPT.THRD.NO,,,,,,,,,,,,,2172.0
HIC,ER.LND.PTLD.ZS,,,,9.68664569781395,13.0532980797743,,,,,,15.6867440134356,,
IBD,EN.BIR.THRD.NO,,,,,,,,,,,,,2083.0
IBD,EN.MAM.THRD.NO,,,,,,,,,,,,,1595.0
IBD,ER.MRN.PTMR.ZS,,,,1.92798934557974,6.47281024180233,,,,,,9.29074615578865,,
IBD,EN.HPT.THRD.NO,,,,,,,,,,,,,8690.0
IBD,ER.LND.PTLD.ZS,,,,7.32936414605658,11.0014790107942,,,,,,14.9013305015847,,
IBT,EN.BIR.THRD.NO,,,,,,,,,,,,,3345.0
IBT,EN.MAM.THRD.NO,,,,,,,,,,,,,2839.0
IBT,ER.MRN.PTMR.ZS,,,,1.93993966702865,5.5306254415647,,,,,,7.93056571289974,,
IBT,EN.HPT.THRD.NO,,,,,,,,,,,,,12723.0
IBT,ER.LND.PTLD.ZS,,,,7.73935747991616,10.7883800954786,,,,,,14.5588189535158,,
IDB,EN.BIR.THRD.NO,,,,,,,,,,,,,256.0
IDB,EN.MAM.THRD.NO,,,,,,,,,,,,,239.0
IDB,ER.MRN.PTMR.ZS,,,,0.693966271142647,3.11462790096793,,,,,,4.20911265144551,,
IDB,EN.HPT.THRD.NO,,,,,,,,,,,,,1183.0
IDB,ER.LND.PTLD.ZS,,,,7.24978251147815,10.26284031509,,,,,,14.3567209924391,,
IDX,EN.BIR.THRD.NO,,,,,,,,,,,,,1006.0
IDX,EN.MAM.THRD.NO,,,,,,,,,,,,,1005.0
IDX,ER.MRN.PTMR.ZS,,,,2.33747318567834,3.03096576865982,,,,,,4.39139690003704,,
IDX,EN.HPT.THRD.NO,,,,,,,,,,,,,2850.0
IDX,ER.LND.PTLD.ZS,,,,9.26888981007603,10.2170282947833,,,,,,13.4570678246921,,
IDA,EN.BIR.THRD.NO,,,,,,,,,,,,,1262.0
IDA,EN.MAM.THRD.NO,,,,,,,,,,,,,1244.0
IDA,ER.MRN.PTMR.ZS,,,,1.97141368438865,3.04960424379474,,,,,,4.35080870495297,,
IDA,EN.HPT.THRD.NO,,,,,,,,,,,,,4033.0
IDA,ER.LND.PTLD.ZS,,,,8.81917255958067,10.2272344200375,,,,,,13.657388469853,,
LTE,EN.BIR.THRD.NO,,,,,,,,,,,,,1199.0
LTE,EN.MAM.THRD.NO,,,,,,,,,,,,,788.0
LTE,ER.MRN.PTMR.ZS,,,,1.61769732004479,7.41332322149931,,,,,,9.99216079980845,,
LTE,EN.HPT.THRD.NO,,,,,,,,,,,,,4329.0
LTE,ER.LND.PTLD.ZS,,,,7.57706990055657,12.1776346392725,,,,,,16.3620767921473,,
LCN,EN.BIR.THRD.NO,,,,,,,,,,,,,1011.0
LCN,EN.MAM.THRD.NO,,,,,,,,,,,,,622.0
LCN,ER.MRN.PTMR.ZS,,,,3.65686112218031,10.3353009846776,,,,,,15.5454496953261,,
LCN,EN.HPT.THRD.NO,,,,,,,,,,,,,5108.0
LCN,ER.LND.PTLD.ZS,,,,8.8202157161961,14.3997581929169,,,,,,23.2740613987275,,
LAC,EN.BIR.THRD.NO,,,,,,,,,,,,,925.0
LAC,EN.MAM.THRD.NO,,,,,,,,,,,,,562.0
LAC,ER.MRN.PTMR.ZS,,,,3.70578251345764,10.7141172885878,,,,,,16.144971847571,,
LAC,EN.HPT.THRD.NO,,,,,,,,,,,,,4876.0
LAC,ER.LND.PTLD.ZS,,,,8.59121323233241,14.4087154180459,,,,,,23.6636360938295,,
TLA,EN.BIR.THRD.NO,,,,,,,,,,,,,970.0
TLA,EN.MAM.THRD.NO,,,,,,,,,,,,,585.0
TLA,ER.MRN.PTMR.ZS,,,,3.67315295533545,10.3960148045372,,,,,,15.6065137663648,,
TLA,EN.HPT.THRD.NO,,,,,,,,,,,,,4799.0
TLA,ER.LND.PTLD.ZS,,,,8.84513635106752,14.4591940392694,,,,,,23.3455815483856,,
LDC,EN.BIR.THRD.NO,,,,,,,,,,,,,884.0
LDC,EN.MAM.THRD.NO,,,,,,,,,,,,,911.0
LDC,ER.MRN.PTMR.ZS,,,,2.3586677786653,2.93807365262906,,,,,,4.14675995184541,,
LDC,EN.HPT.THRD.NO,,,,,,,,,,,,,2410.0
LDC,ER.LND.PTLD.ZS,,,,9.04314544608214,9.68907809103424,,,,,,12.8776905410103,,
LMY,EN.BIR.THRD.NO,,,,,,,,,,,,,3304.0
LMY,EN.MAM.THRD.NO,,,,,,,,,,,,,2805.0
LMY,ER.MRN.PTMR.ZS,,,,1.93150863197582,5.56138241560775,,,,,,7.81455036782571,,
LMY,EN.HPT.THRD.NO,,,,,,,,,,,,,12737.0
LMY,ER.LND.PTLD.ZS,,,,7.66149561824442,10.7096954067,,,,,,14.469593202391,,
LIC,EN.BIR.THRD.NO,,,,,,,,,,,,,599.0
LIC,EN.MAM.THRD.NO,,,,,,,,,,,,,619.0
LIC,ER.MRN.PTMR.ZS,,,,1.12555720186324,1.87966312914224,,,,,,3.46922688520032,,
LIC,EN.HPT.THRD.NO,,,,,,,,,,,,,1962.0
LIC,ER.LND.PTLD.ZS,,,,10.9851919023648,11.2327973339796,,,,,,15.2206508039326,,
LMC,EN.BIR.THRD.NO,,,,,,,,,,,,,1242.0
LMC,EN.MAM.THRD.NO,,,,,,,,,,,,,1169.0
LMC,ER.MRN.PTMR.ZS,,,,2.05577772280264,3.45407235901682,,,,,,4.8185778227791,,
LMC,EN.HPT.THRD.NO,,,,,,,,,,,,,4065.0
LMC,ER.LND.PTLD.ZS,,,,6.30165353729574,8.8352793802246,,,,,,11.6463531284317,,
MEA,EN.BIR.THRD.NO,,,,,,,,,,,,,279.0
MEA,EN.MAM.THRD.NO,,,,,,,,,,,,,224.0
MEA,ER.MRN.PTMR.ZS,,,,0.52390791432221,2.60456803134616,,,,,,3.75841370798122,,
MEA,EN.HPT.THRD.NO,,,,,,,,,,,,,290.0
MEA,ER.LND.PTLD.ZS,,,,3.81709770357624,9.07764433997287,,,,,,11.6881722413064,,
MNA,EN.BIR.THRD.NO,,,,,,,,,,,,,189.0
MNA,EN.MAM.THRD.NO,,,,,,,,,,,,,168.0
MNA,ER.MRN.PTMR.ZS,,,,0.528753046646466,2.49211736514386,,,,,,3.78709302206242,,
MNA,EN.HPT.THRD.NO,,,,,,,,,,,,,268.0
MNA,ER.LND.PTLD.ZS,,,,2.93243748817251,3.55689570380098,,,,,,6.83465231189583,,
TMN,EN.BIR.THRD.NO,,,,,,,,,,,,,176.0
TMN,EN.MAM.THRD.NO,,,,,,,,,,,,,165.0
TMN,ER.MRN.PTMR.ZS,,,,0.528753046646466,2.49211736514386,,,,,,3.78709302206242,,
TMN,EN.HPT.THRD.NO,,,,,,,,,,,,,265.0
TMN,ER.LND.PTLD.ZS,,,,2.93243748817251,3.55689570380098,,,,,,6.83465231189583,,
MIC,EN.BIR.THRD.NO,,,,,,,,,,,,,2722.0
MIC,EN.MAM.THRD.NO,,,,,,,,,,,,,2196.0
MIC,ER.MRN.PTMR.ZS,,,,2.06436501206066,6.16737492839239,,,,,,8.57809197813934,,
MIC,EN.HPT.THRD.NO,,,,,,,,,,,,,10783.0
MIC,ER.LND.PTLD.ZS,,,,7.11217154755396,10.6228347453182,,,,,,14.3544786816801,,
NAC,EN.BIR.THRD.NO,,,,,,,,,,,,,93.0
NAC,EN.MAM.THRD.NO,,,,,,,,,,,,,53.0
NAC,ER.MRN.PTMR.ZS,,,,11.4514692963784,14.3027993933756,,,,,,16.4328764855878,,
NAC,EN.HPT.THRD.NO,,,,,,,,,,,,,480.0
NAC,ER.LND.PTLD.ZS,,,,9.66310711177482,10.3943174582946,,,,,,11.6125949234542,,
INX,EN.BIR.THRD.NO,,,,,,,,,,,,,
INX,EN.MAM.THRD.NO,,,,,,,,,,,,,
INX,ER.MRN.PTMR.ZS,,,,,,,,,,,,,
INX,EN.HPT.THRD.NO,,,,,,,,,,,,,
INX,ER.LND.PTLD.ZS,,,,,,,,,,,,,
OED,EN.BIR.THRD.NO,,,,,,,,,,,,,650.0
OED,EN.MAM.THRD.NO,,,,,,,,,,,,,434.0
OED,ER.MRN.PTMR.ZS,,,,13.3776361151201,17.0974091585321,,,,,,24.3557066008402,,
OED,EN.HPT.THRD.NO,,,,,,,,,,,,,1814.0
OED,ER.LND.PTLD.ZS,,,,9.04201221995621,11.165881962706,,,,,,14.0657936207052,,
OSS,EN.BIR.THRD.NO,,,,,,,,,,,,,257.0
OSS,EN.MAM.THRD.NO,,,,,,,,,,,,,228.0
OSS,ER.MRN.PTMR.ZS,,,,0.30774866901354,1.37153594594803,,,,,,14.0633525920651,,
OSS,EN.HPT.THRD.NO,,,,,,,,,,,,,655.0
OSS,ER.LND.PTLD.ZS,,,,11.2080297845005,16.6972033427688,,,,,,29.0870437894932,,
PSS,EN.BIR.THRD.NO,,,,,,,,,,,,,84.0
PSS,EN.MAM.THRD.NO,,,,,,,,,,,,,51.0
PSS,ER.MRN.PTMR.ZS,,,,0.083372512145432,0.602379125095932,,,,,,2.77981580966999,,
PSS,EN.HPT.THRD.NO,,,,,,,,,,,,,106.0
PSS,ER.LND.PTLD.ZS,,,,1.28315467795016,2.51209669992325,,,,,,3.9448994627782,,
PST,EN.BIR.THRD.NO,,,,,,,,,,,,,612.0
PST,EN.MAM.THRD.NO,,,,,,,,,,,,,336.0
PST,ER.MRN.PTMR.ZS,,,,14.5180907005809,18.0093368732336,,,,,,25.0234980256896,,
PST,EN.HPT.THRD.NO,,,,,,,,,,,,,1501.0
PST,ER.LND.PTLD.ZS,,,,9.2967464525282,11.2145464206924,,,,,,14.0433156920693,,
PRE,EN.BIR.THRD.NO,,,,,,,,,,,,,682.0
PRE,EN.MAM.THRD.NO,,,,,,,,,,,,,760.0
PRE,ER.MRN.PTMR.ZS,,,,2.50632151721278,3.70208770869867,,,,,,5.08223824492645,,
PRE,EN.HPT.THRD.NO,,,,,,,,,,,,,3046.0
PRE,ER.LND.PTLD.ZS,,,,9.23911982325567,9.5670870302162,,,,,,13.1941555270236,,
SST,EN.BIR.THRD.NO,,,,,,,,,,,,,407.0
SST,EN.MAM.THRD.NO,,,,,,,,,,,,,340.0
SST,ER.MRN.PTMR.ZS,,,,1.7105777917649,2.72591886546508,,,,,,13.02995060953,,
SST,EN.HPT.THRD.NO,,,,,,,,,,,,,1108.0
SST,ER.LND.PTLD.ZS,,,,9.70209386969987,15.1167314459634,,,,,,25.7432792465971,,
SAS,EN.BIR.THRD.NO,,,,,,,,,,,,,238.0
SAS,EN.MAM.THRD.NO,,,,,,,,,,,,,251.0
SAS,ER.MRN.PTMR.ZS,,,,1.24112001119584,1.4723169062839,,,,,,2.30090081792164,,
SAS,EN.HPT.THRD.NO,,,,,,,,,,,,,752.0
SAS,ER.LND.PTLD.ZS,,,,5.25596839120116,6.05841880655458,,,,,,6.59368628090915,,
TSA,EN.BIR.THRD.NO,,,,,,,,,,,,,238.0
TSA,EN.MAM.THRD.NO,,,,,,,,,,,,,251.0
TSA,ER.MRN.PTMR.ZS,,,,1.24112001119584,1.4723169062839,,,,,,2.30090081792164,,
TSA,EN.HPT.THRD.NO,,,,,,,,,,,,,752.0
TSA,ER.LND.PTLD.ZS,,,,5.25596839120116,6.05841880655458,,,,,,6.59368628090915,,
SSF,EN.BIR.THRD.NO,,,,,,,,,,,,,876.0
SSF,EN.MAM.THRD.NO,,,,,,,,,,,,,918.0
SSF,ER.MRN.PTMR.ZS,,,,2.21398235266321,3.36493943829218,,,,,,6.07089235218589,,
SSF,EN.HPT.THRD.NO,,,,,,,,,,,,,3740.0
SSF,ER.LND.PTLD.ZS,,,,10.3049289517481,10.9830455764223,,,,,,15.2919258317337,,
SSA,EN.BIR.THRD.NO,,,,,,,,,,,,,865.0
SSA,EN.MAM.THRD.NO,,,,,,,,,,,,,912.0
SSA,ER.MRN.PTMR.ZS,,,,2.21401104482178,3.36498994275468,,,,,,6.07098838120385,,
SSA,EN.HPT.THRD.NO,,,,,,,,,,,,,3678.0
SSA,ER.LND.PTLD.ZS,,,,10.3043275261838,10.9824560545779,,,,,,15.2914175910283,,
TSS,EN.BIR.THRD.NO,,,,,,,,,,,,,876.0
TSS,EN.MAM.THRD.NO,,,,,,,,,,,,,918.0
TSS,ER.MRN.PTMR.ZS,,,,2.21398235266321,3.36493943829218,,,,,,6.07089235218589,,
TSS,EN.HPT.THRD.NO,,,,,,,,,,,,,3740.0
TSS,ER.LND.PTLD.ZS,,,,10.3049289517481,10.9830455764223,,,,,,15.2919258317337,,
UMC,EN.BIR.THRD.NO,,,,,,,,,,,,,1480.0
UMC,EN.MAM.THRD.NO,,,,,,,,,,,,,1027.0
UMC,ER.MRN.PTMR.ZS,,,,2.06781399192483,7.25727242285399,,,,,,10.0487492962032,,
UMC,EN.HPT.THRD.NO,,,,,,,,,,,,,6718.0
UMC,ER.LND.PTLD.ZS,,,,7.43770620848498,11.3408719209788,,,,,,15.4138508501402,,
WLD,EN.BIR.THRD.NO,,,,,,,,,,,,,4393.0
WLD,EN.MAM.THRD.NO,,,,,,,,,,,,,3406.0
WLD,ER.MRN.PTMR.ZS,,,,5.08243910543483,8.63528360728201,,,,,,12.1818040755392,,
WLD,EN.HPT.THRD.NO,,,,,,,,,,,,,15056.0
WLD,ER.LND.PTLD.ZS,,,,8.21334209626453,11.3495572926824,,,,,,14.8131036169661,,
AFG,EN.BIR.THRD.NO,,,,,,,,,,,,,17.0
AFG,EN.MAM.THRD.NO,,,,,,,,,,,,,11.0
AFG,ER.MRN.PTMR.ZS,,,,0.0,0.0,,,,,,0.0,,
AFG,EN.HPT.THRD.NO,,,,,,,,,,,,,5.0
AFG,ER.LND.PTLD.ZS,,,,0.36,0.36,,,,,,0.46,,
ALB,EN.BIR.THRD.NO,,,,,,,,,,,,,10.0
ALB,EN.MAM.THRD.NO,,,,,,,,,,,,,3.0
ALB,ER.MRN.PTMR.ZS,,,,0.0,0.7,,,,,,1.5,,
ALB,EN.HPT.THRD.NO,,,,,,,,,,,,,0.0
ALB,ER.LND.PTLD.ZS,,,,0.21,0.52,,,,,,2.34,,
DZA,EN.BIR.THRD.NO,,,,,,,,,,,,,14.0
DZA,EN.MAM.THRD.NO,,,,,,,,,,,,,14.0
DZA,ER.MRN.PTMR.ZS,,,,0.1,0.1,,,,,,1.2,,
DZA,EN.HPT.THRD.NO,,,,,,,,,,,,,18.0
DZA,ER.LND.PTLD.ZS,,,,6.3,6.31,,,,,,7.86,,
ASM,EN.BIR.THRD.NO,,,,,,,,,,,,,8.0
ASM,EN.MAM.THRD.NO,,,,,,,,,,,,,1.0
ASM,ER.MRN.PTMR.ZS,,,,2.3,2.3,,,,,,17.3,,
ASM,EN.HPT.THRD.NO,,,,,,,,,,,,,1.0
ASM,ER.LND.PTLD.ZS,,,,11.4,11.54,,,,,,12.64,,
AND,EN.BIR.THRD.NO,,,,,,,,,,,,,2.0
AND,EN.MAM.THRD.NO,,,,,,,,,,,,,2.0
AND,ER.MRN.PTMR.ZS,,,,0.0,0.0,,,,,,0.0,,
AND,EN.HPT.THRD.NO,,,,,,,,,,,,,0.0
AND,ER.LND.PTLD.ZS,,,,5.53,9.25,,,,,,19.5,,
AGO,EN.BIR.THRD.NO,,,,,,,,,,,,,26.0
AGO,EN.MAM.THRD.NO,,,,,,,,,,,,,17.0
AGO,ER.MRN.PTMR.ZS,,,,0.1,0.1,,,,,,0.1,,
AGO,EN.HPT.THRD.NO,,,,,,,,,,,,,34.0
AGO,ER.LND.PTLD.ZS,,,,6.97,6.97,,,,,,6.98,,
ATG,EN.BIR.THRD.NO,,,,,,,,,,,,,1.0
ATG,EN.MAM.THRD.NO,,,,,,,,,,,,,2.0
ATG,ER.MRN.PTMR.ZS,,,,0.2,0.2,,,,,,1.4,,
ATG,EN.HPT.THRD.NO,,,,,,,,,,,,,4.0
ATG,ER.LND.PTLD.ZS,,,,0.0,0.0,,,,,,5.49,,
ARG,EN.BIR.THRD.NO,,,,,,,,,,,,,50.0
ARG,EN.MAM.THRD.NO,,,,,,,,,,,,,37.0
ARG,ER.MRN.PTMR.ZS,,,,2.7,5.1,,,,,,8.9,,
ARG,EN.HPT.THRD.NO,,,,,,,,,,,,,70.0
ARG,ER.LND.PTLD.ZS,,,,4.37,5.68,,,,,,6.8,,
ARM,EN.BIR.THRD.NO,,,,,,,,,,,,,15.0
ARM,EN.MAM.THRD.NO,,,,,,,,,,,,,9.0
ARM,ER.MRN.PTMR.ZS,,,,0.0,0.0,,,,,,0.0,,
ARM,EN.HPT.THRD.NO,,,,,,,,,,,,,71.0
ARM,ER.LND.PTLD.ZS,,,,7.91,18.6,,,,,,24.75,,
ABW,EN.BIR.THRD.NO,,,,,,,,,,,,,1.0
ABW,EN.MAM.THRD.NO,,,,,,,,,,,,,2.0
ABW,ER.MRN.PTMR.ZS,,,,0.0,0.0,,,,,,0.0,,
ABW,EN.HPT.THRD.NO,,,,,,,,,,,,,2.0
ABW,ER.LND.PTLD.ZS,,,,0.48,0.48,,,,,,0.48,,
AUS,EN.BIR.THRD.NO,,,,,,,,,,,,,50.0
AUS,EN.MAM.THRD.NO,,,,,,,,,,,,,63.0
AUS,ER.MRN.PTMR.ZS,,,,26.6,29.9,,,,,,48.5,,
AUS,EN.HPT.THRD.NO,,,,,,,,,,,,,92.0
AUS,ER.LND.PTLD.ZS,,,,7.6,9.3,,,,,,14.63,,
AUT,EN.BIR.THRD.NO,,,,,,,,,,,,,12.0
AUT,EN.MAM.THRD.NO,,,,,,,,,,,,,3.0
AUT,ER.MRN.PTMR.ZS,,,,0.0,0.0,,,,,,0.0,,
AUT,EN.HPT.THRD.NO,,,,,,,,,,,,,13.0
AUT,ER.LND.PTLD.ZS,,,,19.18,25.57,,,,,,28.35,,
AZE,EN.BIR.THRD.NO,,,,,,,,,,,,,18.0
AZE,EN.MAM.THRD.NO,,,,,,,,,,,,,8.0
AZE,ER.MRN.PTMR.ZS,,,,0.0,0.0,,,,,,0.0,,
AZE,EN.HPT.THRD.NO,,,,,,,,,,,,,42.0
AZE,ER.LND.PTLD.ZS,,,,5.19,5.8,,,,,,13.97,,
BHS,EN.BIR.THRD.NO,,,,,,,,,,,,,7.0
BHS,EN.MAM.THRD.NO,,,,,,,,,,,,,6.0
BHS,ER.MRN.PTMR.ZS,,,,0.2,0.2,,,,,,0.4,,
BHS,EN.HPT.THRD.NO,,,,,,,,,,,,,8.0
BHS,ER.LND.PTLD.ZS,,,,6.07,7.34,,,,,,13.31,,
BHR,EN.BIR.THRD.NO,,,,,,,,,,,,,6.0
BHR,EN.MAM.THRD.NO,,,,,,,,,,,,,3.0
BHR,ER.MRN.PTMR.ZS,,,,0.0,0.8,,,,,,7.6,,
BHR,EN.HPT.THRD.NO,,,,,,,,,,,,,0.0
BHR,ER.LND.PTLD.ZS,,,,1.35,2.78,,,,,,2.86,,
BGD,EN.BIR.THRD.NO,,,,,,,,,,,,,33.0
BGD,EN.MAM.THRD.NO,,,,,,,,,,,,,36.0
BGD,ER.MRN.PTMR.ZS,,,,0.1,2.1,,,,,,2.5,,
BGD,EN.HPT.THRD.NO,,,,,,,,,,,,,21.0
BGD,ER.LND.PTLD.ZS,,,,0.83,4.31,,,,,,4.6,,
BRB,EN.BIR.THRD.NO,,,,,,,,,,,,,2.0
BRB,EN.MAM.THRD.NO,,,,,,,,,,,,,3.0
BRB,ER.MRN.PTMR.ZS,,,,0.1,0.1,,,,,,0.1,,
BRB,EN.HPT.THRD.NO,,,,,,,,,,,,,3.0
BRB,ER.LND.PTLD.ZS,,,,0.12,0.12,,,,,,0.23,,
BLR,EN.BIR.THRD.NO,,,,,,,,,,,,,9.0
BLR,EN.MAM.THRD.NO,,,,,,,,,,,,,4.0
BLR,ER.MRN.PTMR.ZS,,,,0.0,0.0,,,,,,0.0,,
BLR,EN.HPT.THRD.NO,,,,,,,,,,,,,1.0
BLR,ER.LND.PTLD.ZS,,,,6.51,7.18,,,,,,8.57,,
BEL,EN.BIR.THRD.NO,,,,,,,,,,,,,8.0
BEL,EN.MAM.THRD.NO,,,,,,,,,,,,,2.0
BEL,ER.MRN.PTMR.ZS,,,,3.7,44.4,,,,,,56.1,,
BEL,EN.HPT.THRD.NO,,,,,,,,,,,,,0.0
BEL,ER.LND.PTLD.ZS,,,,7.14,12.65,,,,,,22.86,,
BLZ,EN.BIR.THRD.NO,,,,,,,,,,,,,5.0
BLZ,EN.MAM.THRD.NO,,,,,,,,,,,,,9.0
BLZ,ER.MRN.PTMR.ZS,,,,0.5,13.7,,,,,,14.2,,
BLZ,EN.HPT.THRD.NO,,,,,,,,,,,,,36.0
BLZ,ER.LND.PTLD.ZS,,,,26.04,35.2,,,,,,36.66,,
BEN,EN.BIR.THRD.NO,,,,,,,,,,,,,10.0
BEN,EN.MAM.THRD.NO,,,,,,,,,,,,,13.0
BEN,ER.MRN.PTMR.ZS,,,,0.0,0.0,,,,,,0.0,,
BEN,EN.HPT.THRD.NO,,,,,,,,,,,,,17.0
BEN,ER.LND.PTLD.ZS,,,,23.81,25.01,,,,,,28.07,,
BMU,EN.BIR.THRD.NO,,,,,,,,,,,,,1.0
BMU,EN.MAM.THRD.NO,,,,,,,,,,,,,4.0
BMU,ER.MRN.PTMR.ZS,,,,4.8,5.1,,,,,,5.1,,
BMU,EN.HPT.THRD.NO,,,,,,,,,,,,,8.0
BMU,ER.LND.PTLD.ZS,,,,5.36,5.77,,,,,,5.77,,
